,Unnamed: 0,image,caption
3398,3398,4638560669.jpg,A dark-skinned boy talking to a smaller dark-haired boy in the middle of a
3399,3399,367925122.jpg,A little girl is turned around in her seat at an event.
3400,3400,7806900430.jpg,Three women are up on stage dancing.
3401,3401,4643835607.jpg,A man is looking through his telescope on a clear night.
3402,3402,4950715878.jpg,A man in a black shirt and jeans standing on the sidewalk looking at the camera.
3403,3403,2520966939.jpg,A man is riding a horse that is trying to buck him off.
3404,3404,357191373.jpg,A group of people riding horses.
3405,3405,2781296531.jpg,A young boy is splashed in the face by a blue water toy.
3406,3406,2220274048.jpg,Two women in headscarves sit on a bench in a small shop.
3407,3407,4776978341.jpg,A man watching three people swim in a pool.
3408,3408,3609448700.jpg,A few young men in a rollerblade race.
3409,3409,2705103851.jpg,A few young people are spending time with older people in a nursing home.
3410,3410,3259330901.jpg,An older man with shaggy grey hair and a black shirt plays guitar.
3411,3411,3471986083.jpg,"Several people are on the subway, and all of them are wearing black clothes and blue surgical"
3412,3412,4786470364.jpg,Some people standing near a small train ride.
3413,3413,4808032555.jpg,A group of people sit on and in front of a graffiti-covered wall.
3414,3414,2474483208.jpg,This is an image of two men during a karate match and a display of fighting skills
3415,3415,3184108879.jpg,A little boy in yellow clothing running towards a blue house.
3416,3416,3938776000.jpg,An Asian farmer walking through a rice paddy with an ox.
3417,3417,289636441.jpg,There are a lot of soccer players standing around the soccer field in the middle of a game
3418,3418,4744178742.jpg,A lady with a purple mohawk and a red sleeveless shirt pointing and laughing
3419,3419,1869615544.jpg,A group of children outside of a toy store loading off a bus.
3420,3420,47376414.jpg,Three women and one man are standing in shoulder high water while a lot of steam is blowing
3421,3421,4750040931.jpg,A basketball course among the buildings.
3422,3422,4976728206.jpg,"On a cloudy day, a woman lounges against the chain-link fence railing on"
3423,3423,2206594874.jpg,The man wearing black makes a face as the woman across from him speaks.
3424,3424,2581066814.jpg,Three naked people ride bicycles in a city street while law enforcement and a crowd looks on.
3425,3425,3565598162.jpg,The girls dance to street musicians.
3426,3426,2542282004.jpg,Seven men wearing bright orange reflective vests are looking inside the door of a red train.
3427,3427,167295035.jpg,"The man in a blue shirt, wearing a helmet, is readying to climb."
3428,3428,4756836245.jpg,"Two young people are standing in the doorway of a room filled with pink, white and red"
3429,3429,2435543046.jpg,A man sitting on a picnic blanket with his kid while eating a waffle with whipped cream
3430,3430,3105691757.jpg,Men dressed as Santa Claus were seen walking down the street.
3431,3431,5027112162.jpg,A server with a whistle in his mouth is carrying a tray of platters up the steps
3432,3432,2224541007.jpg,"Four people sitting on a couch, in the center is a young woman in a black dress"
3433,3433,2549819434.jpg,A girl is having a good time midair swing on a swing.
3434,3434,3506454111.jpg,A lady bowling while watching a movie.
3435,3435,909191414.jpg,A boy is leaping while his sister plays around a hose.
3436,3436,157245265.jpg,"Four kids, one wearing a red shirt and three wearing yellow, rollerblade through a square"
3437,3437,3110631369.jpg,A woman holds a pen and looks down while five people look on.
3438,3438,5825226259.jpg,This red-haired darling knows how to play the drums.
3439,3439,4379763864.jpg,"A man being shown running in a black suit, running for Haiti."
3440,3440,6177258327.jpg,Pairs of people are kayaking down a peaceful river surrounded by large trees and bushed
3441,3441,170525554.jpg,Active photographers are watching and snapping photos at a noisy outdoor event.
3442,3442,2938852531.jpg,Young lady wearing a trench coat walking in front of colorful row homes.
3443,3443,4514304589.jpg,A mother and her daughter are both wearing heels standing outside in a crowd on a brick pavement
3444,3444,2205328215.jpg,Person riding bicycle down dirt hill in wooded area
3445,3445,2706068775.jpg,Several children hanging out in front of a carnival game.
3446,3446,3576445378.jpg,A man is watching another man doing something at a table.
3447,3447,3560771491.jpg,A young girl standing in a grassy field.
3448,3448,3283784058.jpg,A silhouetted figure stands at the top of a snow-covered peak at the end
3449,3449,1408958345.jpg,A little girl in a flower swimsuit running across the beach with waves in the background.
3450,3450,2780179669.jpg,A brunette woman wearing a grey hat is near a cluster of rocks by the bay.
3451,3451,82679989.jpg,A man sitting in a blue shirt.
3452,3452,3525074413.jpg,People hiking at the mountain.
3453,3453,3178587591.jpg,What is the best way to feed a hungry child a banana?
3454,3454,3420309744.jpg,Spectators are watching a pro golfing tournament.
3455,3455,250346988.jpg,A woman with a blue hat on holding an umbrella with a large crowd behind her.
3456,3456,3844713955.jpg,A man in a white shirt crossing the street in a city holding a guitar.
3457,3457,3146509215.jpg,A group of people at the beach jumping in the air simultaneously for the camera.
3458,3458,3822007440.jpg,"Six boys wearing orange robes, walking on the side of a road, were seen."
3459,3459,3619381206.jpg,A man is loaded up with gear to go diving into the ocean.
3460,3460,2612027851.jpg,One male with glasses performing a skateboard trick in front of the city.
3461,3461,4823235614.jpg,A crying man looking at a motorcycle and another man in jean shorts sat in a white
3462,3462,536147209.jpg,A woman in costume sits on a suspended swing on stage and reads from a binder.
3463,3463,3643021980.jpg,A young girl hanging onto playground equipment.
3464,3464,4329263730.jpg,Children play ball in a gym.
3465,3465,4787272506.jpg,Boys at a skateboard park skateboarding.
3466,3466,4676729156.jpg,A woman in black is playing the violin in front of some artwork.
3467,3467,4688994030.jpg,Medical staff looks on as a medical procedure takes place on a video monitor.
3468,3468,2368266191.jpg,A dog jumps high in the air while another watches.
3469,3469,3414155880.jpg,Workers wearing heavy jackets working in a railway station.
3470,3470,4987435326.jpg,"Three white males dressed in casual clothing, one in blue overalls ; one in an orange"
3471,3471,5669959908.jpg,An older man with white hair and a beard is talking into a microphone.
3472,3472,4927778124.jpg,Two young girls are sitting on a low wall reading a letter.
3473,3473,430173345.jpg,The dog is concerned with a purple object lying in an uncut field.
3474,3474,8171835256.jpg,People surrounded by trinkets set out in a booth fashion.
3475,3475,3469887981.jpg,A man is talking to people around him.
3476,3476,4956585354.jpg,Two men sit on an old car.
3477,3477,4544194772.jpg,A woman in a green shirt and a man in a black jacket join others in walking down
3478,3478,1813597483.jpg,A large black dog is climbing over a wooden fence surrounded by bushes.
3479,3479,3621064597.jpg,"British actors in a park, including an actor who dresses as a news caster."
3480,3480,2273799395.jpg,A lady in red gloves on a ski has four people behind her.
3481,3481,3041348852.jpg,"Five white and white and brown, muzzled dogs run across a green, grassy"
3482,3482,4741372603.jpg,Man with ice cream cart standing against a wall.
3483,3483,5843047066.jpg,A group of people doing exercise in the park.
3484,3484,3392851587.jpg,smiling girls sitting on a rounded platform.
3485,3485,415432946.jpg,Four people in a wooden house are preparing for some important looking occasion.
3486,3486,4879725156.jpg,A woman with a black shirt and wearing a red bandanna is dancing.
3487,3487,3722457086.jpg,A team stands around their dragster.
3488,3488,314798927.jpg,A man in a hat and purple apron leaning on a metal pizza rack.
3489,3489,3257107194.jpg,Two men trying to hoist themselves up from the water on to a walkway made of
3490,3490,5761877589.jpg,A nun is passing a booklet to a man.
3491,3491,344398054.jpg,An older gentleman in a white robe is playing an acoustic guitar.
3492,3492,4623009784.jpg,A woman wearing an olive green jacket and navy shirt looks tired as she comes up the steps
3493,3493,33064663.jpg,Young children are playing on a field.
3494,3494,3244747165.jpg,Four people pose up close for the camera.
3495,3495,2291511815.jpg,Three children ride three wheelers.
3496,3496,394508043.jpg,A man rides his ATV through a muddy river.
3497,3497,2203168780.jpg,A gentleman nicely looking at something on his desk.
3498,3498,1454841725.jpg,A group of young girls smiling with a large crowd behind them.
3499,3499,203390686.jpg,Two men prepare dinner next to a bottle of beer.
3500,3500,2053006423.jpg,A man looking at the view of a grassy mountain standing on a rock.
3501,3501,24053752.jpg,A person in a red shirt is mowing the grass with a green riding mower.
3502,3502,1112334131.jpg,A lady and a boy who is having ice cream are sitting together.
3503,3503,4855045669.jpg,A violist playing next to an advertising sign.
3504,3504,4898694629.jpg,Two people are sitting on a road near an inflatable slide that has Santa Claus on it
3505,3505,952457689.jpg,People relaxing in the park.
3506,3506,205520729.jpg,"A crowd of people are surrounding a street performance, there are buildings in the background."
3507,3507,2630507245.jpg,A fast greyhound during a race.
3508,3508,1287475186.jpg,A young boy sitting on a water jet in a pool.
3509,3509,4915359289.jpg,People walking in parking lots and sitting at tables.
3510,3510,2328550379.jpg,A man is servicing a truck.
3511,3511,4746901297.jpg,Three old men are sitting on a bench.
3512,3512,4111392491.jpg,A man in a white shirt and baseball cap is working on a sculpture of a person.
3513,3513,3503414651.jpg,A male cyclist trying to get something from his backpack on a busy street.
3514,3514,2583001715.jpg,"A dog flies through the air, preparing to catch a ball."
3515,3515,229944849.jpg,A woman with five kids all around her with a smile on her face.
3516,3516,4678485216.jpg,Two women admiring a game at the Giorgio Arcade.
3517,3517,4757931558.jpg,Two African American women in patterned dresses cross the street in the city.
3518,3518,7062002269.jpg,A male plays a video game on a television.
3519,3519,4771247095.jpg,A brunette male in blue running next to a piece of wall art down the sidewalk.
3520,3520,373219198.jpg,A dog standing in a rocky area.
3521,3521,2726222057.jpg,A woman with a special type of bike looking at a baby.
3522,3522,4520185597.jpg,A businessman walking down a city street.
3523,3523,242558556.jpg,A girl with a white sweatshirt and blond hair is smiling.
3524,3524,4876504906.jpg,A man in a nun costume has a cigarette in his mouth.
3525,3525,4492480277.jpg,A chef prepares food in a storefront window.
3526,3526,46348868.jpg,Man in blue cap and white shirt holds onto bicycle seat while woman in red shirt and blue
3527,3527,156021287.jpg,A young boy is jumping on an inflatable water ride.
3528,3528,2546667441.jpg,"Black dog on grass, sniffing the ground."
3529,3529,5691283784.jpg,A man pushing a shopping cart on the sidewalk.
3530,3530,2661641497.jpg,Two men have a discussion in front of a bedroom window while a woman lies asleep.
3531,3531,1963679809.jpg,A man is riding a motorcycle in traffic.
3532,3532,7019270491.jpg,A brunette woman wearing sunglasses is juggling two lemons in the air as she smiles.
3533,3533,4011411161.jpg,A chandelier hanging above a group of people sitting at a restaurant table in front of
3534,3534,478998804.jpg,There are people in front of a restaurant.
3535,3535,1396064003.jpg,A wakeboarder performs a flip while being towed at high speed.
3536,3536,6924870910.jpg,A person on a bicycle is jumping over grass and rocks on an outside trail with a mountain
3537,3537,5903121771.jpg,What is the best day to take a dive in the water?
3538,3538,4936359688.jpg,A yellow light bathes several diners sitting outside of a small French restaurant.
3539,3539,6864661881.jpg,A man bends over near the rear of his car.
3540,3540,3234375022.jpg,Snowboarder going over a fence in snow.
3541,3541,4974263771.jpg,Three young people sit on a wall while two older people walk past.
3542,3542,2534502836.jpg,A white and tan dog runs through the tall green grass.
3543,3543,3243233886.jpg,Blond child wearing a red jacket and crawling on playground equipment.
3544,3544,2454054454.jpg,A man looks through produce at a farmers market.
3545,3545,3918946796.jpg,Young boy in blue shirt skipping by chain link fence.
3546,3546,476769369.jpg,A man in a black shirt is standing in line with his luggage.
3547,3547,6315352509.jpg,A race car zips by on the racetrack.
3548,3548,2975253472.jpg,"One man in a red shirt is falling, while another man watches a soccer game in a"
3549,3549,2752230113.jpg,Two adults and a small girl walk along an ocean boardwalk.
3550,3550,3597007663.jpg,A child is playing in water.
3551,3551,7630279850.jpg,A boy is lying on a large river rock with his feet in the water on a sunny
3552,3552,3084472444.jpg,Two people in orange uniforms were seen cleaning trash off of a street.
3553,3553,3216866097.jpg,"The people are getting down to the music and having a great time, he said."
3554,3554,3474406285.jpg,A brown dog jumps over an obstacle.
3555,3555,6205176022.jpg,Three quarterbacks from the New York Jets run through passing drills with their coach.
3556,3556,4511339699.jpg,"The woman with brown hair and white coat is standing by the "" Shine Deli \"
3557,3557,2774890118.jpg,A group of people are running on the sand.
3558,3558,3125058898.jpg,A crowd awaits for a train as it enters the station.
3559,3559,4670365996.jpg,A woman in a blue print dress is going down the street on a scooter.
3560,3560,426994291.jpg,Three women talking outside.
3561,3561,6775387932.jpg,Several women gathered around a table engaged in an electronics project.
3562,3562,3338291921.jpg,A brown dog in the snow has something hot pink in its mouth.
3563,3563,3676561090.jpg,A tan dog rolls in the grass.
3564,3564,4286588375.jpg,A cowboy is riding a horse in an arena.
3565,3565,4114592385.jpg,People are crowded around a dilapidated bus on the street corner.
3566,3566,3498388886.jpg,"People are jogging, wearing black and white T-shirts and shorts, with numbers on"
3567,3567,2874984466.jpg,A dog herds a sheep.
3568,3568,5820828817.jpg,A small child dressed in pink playfully looks through her toy binoculars.
3569,3569,4703468060.jpg,A group of men are running on a beach.
3570,3570,3528884854.jpg,She works on design for school.
3571,3571,1417941060.jpg,A boy who seems ill is touched in the face by a toddler.
3572,3572,2775057954.jpg,Pedestrians and cyclists make their way down the street.
3573,3573,3989314385.jpg,Cheerleaders are performing on a football field.
3574,3574,229951087.jpg,A man paddles a canoe in a lake.
3575,3575,3330007895.jpg,A man wearing a black jacket looking down.
3576,3576,3722504168.jpg,Two mechanics are working on a white racing car.
3577,3577,1835511273.jpg,A man in a red suit and a red mask stands beside another costumed man.
3578,3578,503090187.jpg,A man is looking at his camera.
3579,3579,4475656804.jpg,Here is a girl in boots walking with her backpack under an umbrella in the rain.
3580,3580,4981855124.jpg,Small middle eastern child in sort of wooden underground cave.
3581,3581,4729531793.jpg,Men sitting on an army tank.
3582,3582,3540664634.jpg,A competitor strides up a small hill.
3583,3583,388913235.jpg,A young man is working at his desk inside a garment store.
3584,3584,4721642270.jpg,A woman in a brown dress is standing amongst a lot of clothes.
3585,3585,3665441862.jpg,A girl wearing a pink hat and gray pants climbed a chain link fence.
3586,3586,3214576889.jpg,A boy with a hat in a cage-style outdoor gym.
3587,3587,4440605249.jpg,A little kid is holding a frozen pop.
3588,3588,1358477469.jpg,A man behind a fence or cage 
3589,3589,3264678536.jpg,A small black and brown dog on a leash is jumping on a bigger tri-colored dog
3590,3590,226065257.jpg,"Four people sit on a subway two read books, one looks at a cellphone and is wearing"
3591,3591,3439414478.jpg,A brown dog jumps in a wooded area.
3592,3592,3291515826.jpg,Six men in orange vests and hard hats on a ship.
3593,3593,4814948204.jpg,"Two Asians, a man and a woman, smile and shake hands for the camera."
3594,3594,4762365885.jpg,Two women walk across the street while two men drive by on a motorcycle.
3595,3595,2392460773.jpg,A kid making a funny face in front of the water.
3596,3596,511819129.jpg,A man who is old is having a white mustache.
3597,3597,3659506961.jpg,A young girl with curly hair wearing a pink shirt currycombs a chestnut horse.
3598,3598,3518334317.jpg,A man and a woman walking away from an outdoor market.
3599,3599,2480664591.jpg,Two people are rowing a canoe through the water.
3600,3600,6995905943.jpg,"s team are playing a game in the sand.""]"
3601,3601,3810304603.jpg,A man in a blue shirt is singing and playing guitar on a stage in front of a
3602,3602,40261771.jpg,A group of africans running away from something.
3603,3603,4562181877.jpg,"A tan woman is wearing a yellow, black and red shawl holding a long piece"
3604,3604,2672634212.jpg,A woman in a pink tank top outside.
3605,3605,7014591581.jpg,They are playing ice hockey.
3606,3606,2584487952.jpg,A brown dog jumps high in the grass.
3607,3607,2082399131.jpg,A festival of booths is visited by a crowd of pedestrians.
3608,3608,3244693507.jpg,Man in a colorful tye-dye T-shirt doing a trick on his skate
3609,3609,7333560206.jpg,Two bulldozers are being transported on a truck with trees in the background.
3610,3610,3788779998.jpg,Two cute and well-dressed Asian kids are standing next to a tree.
3611,3611,263233914.jpg,A young girl in a pool.
3612,3612,6338704.jpg,Three people cross the street while a crossing guard in an orange vest stops traffic.
3613,3613,4631033411.jpg,A girl in a red top and wearing a brown head wrap is sitting next to a wall
3614,3614,4893958897.jpg,A small boy stands in front of a mechanical elephant blowing smoke.
3615,3615,4920455740.jpg,A man on a street corner draws a caricature of a seated woman.
3616,3616,6911576445.jpg,Athletes push through the snow during a crosscountry skiing trial.
3617,3617,6865517328.jpg,A man in a kilt is juggling.
3618,3618,3005787021.jpg,Two men sitting on the grass wearing bicycle helmets.
3619,3619,360275648.jpg,A busy flea market with all ethnicities shopping for wants and needs.
3620,3620,3338573401.jpg,A woman opens her eyes wide and sticks her tongue out as she holds a camera to take
3621,3621,3019923691.jpg,A wet dog shaking off the water with an orange collar.
3622,3622,2951693787.jpg,A man with glasses and a beard sits next to a girl with a pink sweater with three
3623,3623,2863466964.jpg,A worker sweeps the road as a machine drives in front of him.
3624,3624,2269418002.jpg,A young man standing outside of a fire stairway.
3625,3625,493542985.jpg,A woman sits in a rowing scull and looks behind her at a dock.
3626,3626,5918675.jpg,Inside the kitchen at a restaurant?
3627,3627,3568225554.jpg,Men try to climb up a large rock.
3628,3628,415832172.jpg,A man and a woman work together to inflate a hot air balloon.
3629,3629,5130882483.jpg,A teenage male in jeans and gray shirt is mid-jump while rollerblading with red
3630,3630,7724191016.jpg,A baseball player getting tagged out while sliding for home during a game.
3631,3631,249757010.jpg,"A woman wearing a blue and white horizontally striped hoodie, knitted on a maroon"
3632,3632,2081615901.jpg,Two young girls in matching outfit standing on a chain link fence.
3633,3633,2791234044.jpg,A romantic couple who are in white clothes feeling some romance in front of a Heineken
3634,3634,3653386313.jpg,They are practicing for the band for the parade.
3635,3635,213973239.jpg,A boy wearing a hat is holding a rooster.
3636,3636,1568723169.jpg,A little boy with a red cap and blue pants holds a tripod and takes a picture.
3637,3637,5459493511.jpg,The skateboarder in a white T-shirt and blue cap sits on his board and
3638,3638,3179226630.jpg,Santa and Mrs. Klaus are posing with one child.
3639,3639,2876994989.jpg,A football fan showing his devotion by painting his face.
3640,3640,3242228425.jpg,A lady in jacket peruses fresh fish while a lady and a man wait behind her.
3641,3641,2635908229.jpg,A boy sits on the tall fence post and smiles.
3642,3642,3517056462.jpg,A female softball player throws the ball.
3643,3643,3565840872.jpg,Two Islamic women are shopping at a large warehouse.
3644,3644,7309432042.jpg,Three men with blue jerseys try to score a goal in soccer against the other team in white
3645,3645,2866686547.jpg,Two girls in red jerseys playing soccer.
3646,3646,6218174603.jpg,Three skateboarders wearing helmets are coming down a hill in a right hand turn racing as
3647,3647,4887607422.jpg,A white cat sits on a concrete wall and looks at the camera.
3648,3648,4441983387.jpg,Three men are sitting under a blue tent on chairs.
3649,3649,2437766095.jpg,A man in a white tank top and baggy black and white shorts kicks a black punching
3650,3650,76485985.jpg,Two girls dip their hands in a fountain as people walk by.
3651,3651,2613021139.jpg,A young girl wearing a hat and blue jeans is on a swing.
3652,3652,3014546644.jpg,A black and white dog on an orange leash jumps in a field.
3653,3653,5571949283.jpg,A man with a beret and a purple jacket is preparing his fishing pole at a pier
3654,3654,2173362914.jpg,People on a chair lift at a snow-covered location.
3655,3655,3476882061.jpg,A group of people rest on a rail in a shopping center.
3656,3656,3700739661.jpg,"A young man holding a cup, standing in front of an archway to an old stone"
3657,3657,169629403.jpg,A group is gathered outside holding flowers.
3658,3658,2647424395.jpg,A young girl in a pink shirt stretching to touch a green balloon.
3659,3659,4694000518.jpg,"The main focus of the photograph is several young, attractive women in short dresses walking."
3660,3660,2774875318.jpg,A young male is playing with a rope tied to a tree.
3661,3661,53081704.jpg,A man is sitting on a bench with three kids nearby.
3662,3662,3255017708.jpg,A man in American flag shorts stands at the top of the steps.
3663,3663,3966071063.jpg,Police officer watching woman exit from bus.
3664,3664,219070971.jpg,A man in red pushes his Motocross bike up a rock.
3665,3665,4378810163.jpg,Two women with badges are watching something.
3666,3666,8085448157.jpg,Two women with ornate headdresses appear to be dancing.
3667,3667,1541272333.jpg,A brown dog brings up some dust as he runs around a field.
3668,3668,3494151850.jpg,Three rescue workers in an orange boat racing to an emergency were among them.
3669,3669,3136674757.jpg,An old man is hugging a woman in a red striped top on the couch.
3670,3670,5550325552.jpg,"There are two couples doing some sort of dance, the women are in yellow dresses and the"
3671,3671,4773100636.jpg,A blond man wearing a red collared shirt dries a silver SUV with folded towels.
3672,3672,3463523977.jpg,A red-haired girl is jumping towards a swan.
3673,3673,86734276.jpg,"A female teacher, with three students at her side, works on the chalkboard in front"
3674,3674,385835044.jpg,A woman wearing headphones walks down the street wearing headphones.
3675,3675,4887213724.jpg,A man in a Santa suit stands amid a long row of dancers on a New York City
3676,3676,4890769146.jpg,"Four adults and a little blond girl walk up a set of outside stairs, led by a"
3677,3677,3441132495.jpg,A woman standing outside behind a Toyota truck looked at her feet.
3678,3678,2325808609.jpg,Nine men with red swim trunks are synchronized swimming in a large pool.
3679,3679,2356574282.jpg,A costumed woman with a sword does a backbend.
3680,3680,4073844680.jpg,2 people walking on a street next to a caution sign were struck and seriously injured.
3681,3681,4960801678.jpg,An older man wearing a black jacket and sunglasses takes a nap on a park bench.
3682,3682,4793039083.jpg,A boy with no shirt is doing a trick on a skateboard.
3683,3683,3439128755.jpg,A dog in a pink shirt with something white in his mouth and a dog in yellow shirt
3684,3684,171614657.jpg,Barefooted children walk on a dirt road while carrying plastic bags of produce.
3685,3685,952389673.jpg,Two people doing their job well and showing off to the public.
3686,3686,3740622839.jpg,Five people sitting around a patio table looking up at the photographer and smiling.
3687,3687,3595398879.jpg,"s arms.""]"
3688,3688,3046902524.jpg,A young boy in black boots and a blue shirt walks along an unpaved road.
3689,3689,2363092753.jpg,Man and women kissing in public?
3690,3690,5925545440.jpg,A girl is painting a room red with a roller brush.
3691,3691,6850858386.jpg,Three men ride dirt bikes.
3692,3692,987907964.jpg,The two dogs are running through the grass.
3693,3693,4594224630.jpg,"In a park, men are playing different musical instruments."
3694,3694,2736169657.jpg,A man in a grey suit sits on stage bowing a nail violin while two black microphones
3695,3695,4362302753.jpg,A child is looking through a fence or gate.
3696,3696,3877389540.jpg,A man sitting on the street corner is painting a picture of the cafe across the street.
3697,3697,3246804978.jpg,A group of pugs in a lawn.
3698,3698,2944025729.jpg,A bmx rider rides up a jump and into the air.
3699,3699,3415646718.jpg,bull riding with people watching
3700,3700,2914800692.jpg,"A man in the air on a BMX bicycle, with 4 people sitting watching him in"
3701,3701,6707604119.jpg,"Two men wearing white, one with a red belt, and the other with a blue belt"
3702,3702,3135980417.jpg,Two men sitting and talking on a couch.
3703,3703,3780234150.jpg,A tennis player focusing during a game.
3704,3704,2889339134.jpg,"There are two workers, one bent over with his butt to the camera."
3705,3705,2949880800.jpg,Two girls play in the beach.
3706,3706,4891364108.jpg,People walking into a building and a few people walking out of a building.
3707,3707,4683142737.jpg,The front side of a food vendor in a park.
3708,3708,75902252.jpg,Two men drinking beer in a bar.
3709,3709,3226796100.jpg,A young girl wearing a pink coat plays with a yellow golf club.
3710,3710,2594459477.jpg,A little girl stands in a puddle outside.
3711,3711,38180331.jpg,A woman is holding a smiling child while waiting in line outside.
3712,3712,3131288444.jpg,A gray-haired man holds a small child while sitting on a brown couch.
3713,3713,2252918695.jpg,Young girl in a gray jacket poses for a picture as a family on a small motorcycle drive
3714,3714,2771039423.jpg,A Borders employee is wearing a black shirt.
3715,3715,1248940539.jpg,Three young girls dance on the beach in the sand.
3716,3716,3522495606.jpg,A crowd of elderly men and women socializing.
3717,3717,3510219078.jpg,A black dog is chasing a brown and white dog across the grass.
3718,3718,4367623209.jpg,A large group of families with small children at a large gathering with waiters.
3719,3719,465541156.jpg,"Two men, one wearing a yellow shirt and the other wearing white glasses, are walking across"
3720,3720,241198768.jpg,Two people observe a man building a deck by a body of water.
3721,3721,3604881301.jpg,Several cheerleaders are posing and performing a stunt.
3722,3722,2710027673.jpg,A man in costume is ringing a bell.
3723,3723,17314123.jpg,A young boy going through a vegetable bin.
3724,3724,194467990.jpg,A young man throws a Frisbee to a frisbee-golf goal.
3725,3725,4853382595.jpg,Three people sit on the end of a pier.
3726,3726,3262647146.jpg,Boy jumps through mud puddle.
3727,3727,3512033861.jpg,A crowd of foreigners stands.
3728,3728,273056557.jpg,A man in a blue baseball cap jumping.
3729,3729,7011674039.jpg,Hockey players prepare for a face off before a crowd in an arena.
3730,3730,4934375269.jpg,A man carrying something made of red fabric in a bicycle basket rides a bicycle through a crowded
3731,3731,6813684611.jpg,A band that is performing in front of their many followers.
3732,3732,3113769557.jpg,A woman stands in front of a display case and another woman looks at a digital camera.
3733,3733,3282897060.jpg,A woman resting her face on her hand.
3734,3734,3292277400.jpg,Two brown dogs sniff in the grass.
3735,3735,2148695079.jpg,Two white dogs are in the snow.
3736,3736,7300624.jpg,Some men are learning martial arts?
3737,3737,3813902547.jpg,"Men two exchange a large metal ring as they pass each other, riding railroad cars in opposite"
3738,3738,2547366477.jpg,A man with a backpack and two children are on the beach.
3739,3739,3309535518.jpg,A winter scene with many things going on.
3740,3740,3690220248.jpg,A man walking with no shirt on and wearing sunglasses.
3741,3741,1985706518.jpg,There are two swimmers in the ocean holding onto a rope which has a balloon at the
3742,3742,7355491286.jpg,Two race drivers in a small race car with bystanders in the background.
3743,3743,326334188.jpg,A worker wearing a hard hat is working inside a cave.
3744,3744,363050622.jpg,"An older store clerk, dressed in a plaid shirt, stood behind a counter of a"
3745,3745,2330843604.jpg,A girl jumping rope on a sidewalk with a parking garage to the left.
3746,3746,3207799374.jpg,A section of a walking event going through a neighborhood.
3747,3747,5501805647.jpg,A person sitting on an old bench with their back to the camera reading a newspaper.
3748,3748,3514281858.jpg,A woman is playing with a puppet in front of some children.
3749,3749,3721843907.jpg,Two men wearing black T-shirts are sitting on the back of a pickup truck.
3750,3750,2541104331.jpg,The large brown dog is running through shallow water.
3751,3751,4855749823.jpg,A woman is walking down the street with a blue bag.
3752,3752,6296741028.jpg,A man wearing a helmet bicycling in the woods.
3753,3753,2272548482.jpg,"A boy holds a basketball during a game, while others watch."
3754,3754,4824709515.jpg,"A lone male, dressed in khaki shorts and sneakers, holding a fishing rod, standing"
3755,3755,2046333894.jpg,A man in a white hat making pretzels.
3756,3756,4169592656.jpg,Two young girls are eating muffins.
3757,3757,3085331893.jpg,Two basketball players lay on the floor of a basketball court with other players surrounding them.
3758,3758,2861413434.jpg,A boy wearing a blue jacket swings a bat at a white ball.
3759,3759,3720930835.jpg,Two girls doing a demonstration in front of an audience outside.
3760,3760,2823075967.jpg,The black and white dog is biting the brown and white.
3761,3761,8030378528.jpg,Two men are peddling their bicycles down the street.
3762,3762,4648091444.jpg,One martial art practitioner hits another in the head.
3763,3763,2147266048.jpg,"Several people sit at computers working, in a large room with big windows."
3764,3764,1499929907.jpg,"A man in a white shirt and jeans, breakdancing in a city street with a"
3765,3765,2663732963.jpg,Four men listen to someone talking while sitting around a table.
3766,3766,170405864.jpg,Beautiful woman dancing on a float holding a little boy.
3767,3767,9726060.jpg,Two young children are climbing an artificial rock face.
3768,3768,5123017586.jpg,Two children smile while the third sticks out their tongue.
3769,3769,2375402652.jpg,A male pulling his shoe onto his foot.
3770,3770,2551602773.jpg,People are boarding a plane.
3771,3771,274616931.jpg,A man is looking at some food on a stick to buy for himself or someone else.
3772,3772,4726019778.jpg,A young girl in a summer dress sprays a stream of water from a blue and green
3773,3773,4833051916.jpg,A young man in a striped shirt holds up a log in a park.
3774,3774,141126420.jpg,A man is surfing in a wetsuit and is coming out of the curl.
3775,3775,3691622437.jpg,Two girls are doing cartwheels as other children stand around watching.
3776,3776,40425624.jpg,Two white men wearing white shirts are standing next to each other.
3777,3777,1924261173.jpg,A woman with a black vest pointing at an image projected on a screen.
3778,3778,5152631402.jpg,"Two men are playing guitar for money on the street, and there are dogs on leashes"
3779,3779,21164875.jpg,"Two people are performing on stage, one in front of a microphone, another playing guitar."
3780,3780,4738942164.jpg,A group of people taking pictures and video while one onlooker has bright blue hair with a
3781,3781,2860314714.jpg,A man in a red shirt works on a white sculpture.
3782,3782,2465691083.jpg,A black dog with a brown muzzle swimming in water.
3783,3783,4959665796.jpg,A group of people are walking in front of a building.
3784,3784,6828313172.jpg,A team of boys plays basketball in a gym as one fan looks on.
3785,3785,217330024.jpg,A man acting silly on a pole at a party.
3786,3786,4612954712.jpg,Two girls in identical purple dresses standing outside.
3787,3787,2687891662.jpg,A group of people are ridding a roller coaster.
3788,3788,396458005.jpg,An old man reading a paper in a restaurant.
3789,3789,4814817945.jpg,A man sitting on a crate playing the accordion in front of an old building.
3790,3790,4515995064.jpg,"s home.""]"
3791,3791,4439029503.jpg,An elderly woman struggles to push her small shopping cart through the snow in the city.
3792,3792,4477801634.jpg,A man with dreadlocks and wearing a black jacket is taking pictures of small children sitting in
